,Campaign,Campaign ID,Site (DCM),Month,Platform,Placement,Creative Type,Impressions,Clicks,Publisher,Cost,Estimate code
2802,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RET_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retention-160x600-None-T1|_160x600_1x1_DFR_NON_N_No Button_N_STD,Tracking,12017,31,DCM,0.42,76141.0
2803,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RET_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retention-300x250-None-T1|_300x250_1x1_DFR_NON_N_No Button_N_STD,Tracking,69962,68,DCM,2.45,76141.0
2804,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RET_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retention-300x600-None-T1|_300x600_1x1_DFR_NON_N_No Button_N_STD,Tracking,9488,31,DCM,0.33,76141.0
2805,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RET_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retention-320x50-None-T1|_320x50_1x1_DFR_NON_N_No Button_N_STD,Tracking,43170,62,DCM,1.51,76141.0
2806,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RET_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retention-728x90-None-T1|_728x90_1x1_DFR_NON_N_No Button_N_STD,Tracking,12060,45,DCM,0.42,76141.0
2807,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RTR_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retargeting-160x600-1PD-T1|_160x600_1x1_DFR_NON_N_No Button_N_STD,Tracking,25239,31,DCM,0.88,76141.0
2808,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RTR_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retargeting-300x250-1PD-T1|_300x250_1x1_DFR_NON_N_No Button_N_STD,Tracking,119969,108,DCM,4.20,76141.0
2809,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RTR_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retargeting-300x600-1PD-T1|_300x600_1x1_DFR_NON_N_No Button_N_STD,Tracking,18155,82,DCM,0.64,76141.0
2810,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RTR_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retargeting-320x50-1PD-T1|_320x50_1x1_DFR_NON_N_No Button_N_STD,Tracking,98076,120,DCM,3.43,76141.0
2811,Evergreen_ProgRetention_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 1_CPO_NAT_NAT_NON,25154424,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_HYU_CRP_DSP_LOY_RTR_P2+++_NON_CANVAS PROGRAMMATIC_CPO_OPX_NON_CPA_|Retargeting-728x90-1PD-T1|_728x90_1x1_DFR_NON_N_No Button_N_STD,Tracking,33104,34,DCM,1.16,76141.0
2812,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinchVPAID:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,12824,64,DCM,0.45,76190.0
2813,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic,2021-06-01,DCM,SOU_WPB_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinchVPAID:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,67817,230,DCM,2.37,76190.0
2814,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_ELA_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@5.14@12056733055@4dh4YKsNMfs@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,245,0,DCM,0.01,76190.0
2815,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_ELA_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@5.14@12052544840@4dh4YKsNMfs@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,2781,15,DCM,0.10,76190.0
2816,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.14@12056733055@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,846,3,DCM,0.03,76190.0
2817,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@12056733055@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,787,3,DCM,0.03,76190.0
2818,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_SON_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.14@12052544840@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,8476,24,DCM,0.30,76190.0
2819,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_SON_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@12052544840@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,5764,22,DCM,0.20,76190.0
2820,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.14@12056733055@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,1062,3,DCM,0.04,76190.0
2821,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@12056733055@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,943,4,DCM,0.03,76190.0
2822,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_TUC_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.14@12052544840@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,9440,29,DCM,0.33,76190.0
2823,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 2,2021-06-01,DCM,SOU_WPB_TUC_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@12052544840@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,8713,22,DCM,0.30,76190.0
2824,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 4,2021-06-01,DCM,SOU_WPB_SEN_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSedan-:15-Multi-T2-301740345|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,5375,32,DCM,1.34,76190.0
2825,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 4,2021-06-01,DCM,SOU_WPB_SEN_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSedan-:15-Multi-T2-301740894|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,20324,99,DCM,5.08,76190.0
2826,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 4,2021-06-01,DCM,SOU_WPB_SUV_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSUV-:15-Multi-T2-301964395|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,5468,24,DCM,1.37,76190.0
2827,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_SOU_WPB_NON,25127834,Canvas Programmatic 4,2021-06-01,DCM,SOU_WPB_SUV_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSUV-:15-Multi-T2-301959103|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,22119,81,DCM,5.53,76190.0
2828,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,250109,647,DCM,8.75,76249.0
2829,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,1488093,3823,DCM,52.08,76249.0
2830,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_CRC_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderISV-:15-TTD-T2|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,687505,728,DCM,171.88,76249.0
2831,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-160x600-TTD-T2|_160x600_None_DFR_NON_N_No Button_N_STD,Display,248568,0,DCM,8.70,76249.0
2832,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-300x250-TTD-T2|_300x250_None_DFR_NON_N_No Button_N_STD,Display,690764,4,DCM,24.18,76249.0
2833,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-300x600-TTD-T2|_300x600_None_DFR_NON_N_No Button_N_STD,Display,115353,0,DCM,4.04,76249.0
2834,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-320x50-TTD-T2|_320x50_None_DFR_NON_N_No Button_N_STD,Display,278699,109,DCM,9.75,76249.0
2835,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic,2021-06-01,DCM,MAT_BAL_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-728x90-TTD-T2|_728x90_None_DFR_NON_N_No Button_N_STD,Display,159272,0,DCM,5.57,76249.0
2836,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|HyundaiVAC-:15-@5.12@12908253828@p7Kasy8jaRA@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,4106,7,DCM,0.14,76249.0
2837,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|HyundaiVAC-:15-@6.11@12908253828@kVrTUQpBQKY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,20226,26,DCM,0.71,76249.0
2838,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|HyundaiVAC-:15-@6.2@12908253828@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,9837,24,DCM,0.34,76249.0
2839,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|ConquestingVAC-:15-@5.12@12908254293@p7Kasy8jaRA@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,41736,73,DCM,1.46,76249.0
2840,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|ConquestingVAC-:15-@6.11@12908254293@kVrTUQpBQKY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,225245,387,DCM,7.88,76249.0
2841,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|ConquestingVAC-:15-@6.2@12908254293@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,94100,170,DCM,3.29,76249.0
2842,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|HyundaiVAC-:15-@5.12@12908253828@AWn4nhwfHRk@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,3469,2,DCM,0.12,76249.0
2843,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|HyundaiVAC-:15-@6.11@12908253828@Rqpss2OjvRQ@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,22007,31,DCM,0.77,76249.0
2844,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|HyundaiVAC-:15-@6.2@12908253828@l7FZkgATz_c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,12963,28,DCM,0.45,76249.0
2845,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|ConquestingVAC-:15-@5.12@12908254293@AWn4nhwfHRk@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,29781,38,DCM,1.04,76249.0
2846,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|ConquestingVAC-:15-@6.11@12908254293@Rqpss2OjvRQ@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,230571,465,DCM,8.07,76249.0
2847,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 2,2021-06-01,DCM,MAT_BAL_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|ConquestingVAC-:15-@6.2@12908254293@l7FZkgATz_c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_VAC,Tracking,124893,247,DCM,4.37,76249.0
2848,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 4,2021-06-01,DCM,MAT_BAL_SEN_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSedan-:15-Multi-T2-301740363|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,107211,264,DCM,26.80,76249.0
2849,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 4,2021-06-01,DCM,MAT_BAL_SEN_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSedan-:15-Multi-T2-301663196|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,430759,1100,DCM,107.69,76249.0
2850,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 4,2021-06-01,DCM,MAT_BAL_SUV_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSUV-:15-Multi-T2-301742997|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,137085,245,DCM,34.27,76249.0
2851,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_BAL_NON,24952301,Canvas Programmatic 4,2021-06-01,DCM,MAT_BAL_SUV_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSUV-:15-Multi-T2-301956703|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,428615,949,DCM,107.15,76249.0
2852,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_ASH_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|Main-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,2,1,DCM,0.00,76337.0
2853,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_HOL_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|HyundaiOwnersLuxIntenders-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,1,1,DCM,0.00,76337.0
2854,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_HOL_BHT_P2+++_NON_CP1_INM_OPX_NON_CPA_|HyundaiOwnersLuxIntenders-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,1,0,DCM,0.00,76337.0
2855,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Display,12,0,DCM,0.00,76337.0
2856,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-160x600-NON-T1|_160x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,22208,25,DCM,2.44,76337.0
2857,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Display,24,0,DCM,0.00,76337.0
2858,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x250-NON-T1|_300x250_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,64373,48,DCM,7.08,76337.0
2859,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Display,5,0,DCM,0.00,76337.0
2860,Q1_2021_GEN_Tier 1_INM_NAT_NAT_NON_None_Display - Video_Evergreen Retail_|Prog-Display-TTD|_NON_NON_NON,23579777,Canvas Programmatic,2021-06-01,DCM,NAT_NAT_G70_CRP_DSP_IMP_2PD_P2+++_NON_CP1_INM_OPX_NON_CPA_|2PD-300x600-NON-T1|_300x600_None_DFR_NON_N_No Button_N_STD,Rich Media display banner,9801,21,DCM,1.08,76337.0
