,Campaign,Campaign ID,Site (DCM),Month,Platform,Placement,Creative Type,Impressions,Clicks,Publisher,Cost,Estimate code
62,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,25018245,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_WAT TX_|STO_ROD_Programmatic_OPX_TTD Audio ROD HCM_:30|_BHT_N_P2+++_HSP,In-Stream Audio,13463,0,DCM,3.37,75594.0
63,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_ISV_CANVAS PROGRAMMATIC_0x0_DVFB_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,1,0,DCM,0.00,75596.0
64,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_ISV_CANVAS PROGRAMMATIC_0x0_DVFB_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,6885,3,DCM,1.72,75596.0
65,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_160x600_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,216702,61,DCM,7.58,75596.0
66,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_250x250_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,108601,39,DCM,3.80,75596.0
67,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_300x250_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,2239345,2912,DCM,78.38,75596.0
68,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_300x600_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,90436,61,DCM,3.17,75596.0
69,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_300x60_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,244,0,DCM,0.01,75596.0
70,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_500x500_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,5,0,DCM,0.00,75596.0
71,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_728x90_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,408814,109,DCM,14.31,75596.0
72,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_STO_NON_NON,24948998,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_970x250_DVR_NON_N_NON_|STO_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,50077,28,DCM,1.75,75596.0
73,Evergreen_Prog-Main-Breakfast_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24950201,Canvas Programmatic,2021-06-01,DCM,BFS_CRP_ISV_CANVAS PROGRAMMATIC_0x0_DVFB_NON_N_NON_|Syndicate_BFS_Programmatic_OPX_TTD Breakfast GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,1,0,DCM,0.00,75598.0
74,Evergreen_Prog-Main-Breakfast_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24950201,Canvas Programmatic,2021-06-01,DCM,BFS_CRP_STD_CANVAS PROGRAMMATIC_728x90_DVR_NON_N_NON_|Syndicate_BFS_Programmatic_OPX_TTD Breakfast GCM|_BHT_N_P2+++_NON,Display,1,0,DCM,0.00,75598.0
75,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_CC TX_|Syndicate_ROD_Programmatic_OPX_TTD Hulu ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,58525,0,DCM,14.63,75603.0
76,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_CC TX_|Syndicate_ROD_Programmatic_OPX_TTD Hulu ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,16897,0,DCM,4.22,75603.0
77,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_CC TX_|Syndicate_ROD_Programmatic_OPX_TTD Roku ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,45312,0,DCM,11.33,75603.0
78,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_CC TX_|Syndicate_ROD_Programmatic_OPX_TTD Roku ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,28863,0,DCM,7.22,75603.0
79,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_HAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Hulu ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,71324,0,DCM,17.83,75603.0
80,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_HAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Hulu ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,69698,0,DCM,17.42,75603.0
81,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_HAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Roku ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,35229,0,DCM,8.81,75603.0
82,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_HAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Roku ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,66884,0,DCM,16.72,75603.0
83,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_LAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Hulu ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,25996,0,DCM,6.50,75603.0
84,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_LAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Hulu ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,18097,0,DCM,4.52,75603.0
85,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_LAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Roku ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,21130,0,DCM,5.28,75603.0
86,Evergreen_Prog-CTV-ROD_Auction_Connected TVs_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017687,Canvas Programmatic,2021-06-01,DCM,ROD_CTV_ISV_CANVAS PROGRAMMATIC_0x0_DVFM_NON_N_LAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Roku ROD HCM_:15|_BHT_N_P2+++_HSP,In-Stream Video,38036,0,DCM,9.51,75603.0
87,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24951485,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_CC TX_|Syndicate_ROD_Programmatic_OPX_TTD Audio ROD GCM_:30|_BHT_N_P2+++_NON,In-Stream Audio,36568,0,DCM,9.14,75605.0
88,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24951485,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_CC TX_|Syndicate_ROD_Programmatic_OPX_TTD Audio ROD HCM_:30|_BHT_N_P2+++_HSP,In-Stream Audio,5273,0,DCM,1.32,75605.0
89,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24951485,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_HAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Audio ROD GCM_:30|_BHT_N_P2+++_NON,In-Stream Audio,30221,0,DCM,7.56,75605.0
90,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24951485,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_HAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Audio ROD HCM_:30|_BHT_N_P2+++_HSP,In-Stream Audio,58523,0,DCM,14.63,75605.0
91,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24951485,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_LAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Audio ROD GCM_:30|_BHT_N_P2+++_NON,In-Stream Audio,22636,0,DCM,5.66,75605.0
92,Evergreen_Prog-Audio-ROD_Auction_Audio_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,24951485,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_AUD_CANVAS PROGRAMMATIC_APR_NON_NON_N_LAR TX_|Syndicate_ROD_Programmatic_OPX_TTD Audio ROD HCM_:30|_BHT_N_P2+++_HSP,In-Stream Audio,40723,1,DCM,10.18,75605.0
93,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_ISV_CANVAS PROGRAMMATIC_0x0_DVFB_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD GCM_:15|_BHT_N_P2+++_NON,In-Stream Video,31807,39,DCM,7.95,75607.0
94,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_ISV_CANVAS PROGRAMMATIC_0x0_DVFB_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,In-Stream Video,49305,53,DCM,12.33,75607.0
95,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_160x600_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,35780,25,DCM,1.25,75607.0
96,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_250x250_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,15137,9,DCM,0.53,75607.0
97,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_300x250_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,213304,269,DCM,7.47,75607.0
98,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_300x600_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,15156,21,DCM,0.53,75607.0
99,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_300x60_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,30,0,DCM,0.00,75607.0
100,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_728x90_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,68381,37,DCM,2.39,75607.0
101,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic,2021-06-01,DCM,ROD_CRP_STD_CANVAS PROGRAMMATIC_970x250_DVR_NON_N_NON_|Syndicate_ROD_Programmatic_OPX_TTD ROD HCM|_BHT_N_P2+++_HSP,Display,6188,13,DCM,0.22,75607.0
102,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic 2,2021-06-01,DCM,LOC_NAT_ROD_CRP_CRC_NON_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_NON_NON_NON_CPV_|MSYN-ROD-Programmatic-OPX-Youtube-HCM-BEVTreatYourself179FCB-:15-@6.7@12325272360@t41-9wyYYcM@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,45695,55,DCM,1.60,75607.0
103,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic 2,2021-06-01,DCM,LOC_NAT_ROD_CRP_CRC_NON_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_NON_NON_NON_CPV_|MSYN-ROD-Programmatic-OPX-Youtube-HCM-SafetyFirst3DBLCheeseburger-:15-@7.1@12325272360@ZqeYHTqIfi4@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,1077,4,DCM,0.04,75607.0
104,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic 2,2021-06-01,DCM,LOC_NAT_ROD_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_NON_NON_NON_CPV_|MSYN-ROD-Programmatic-OPX-Youtube-GCM-BEVTreatYourself179FCB-:15-@6.7@12322910600@qZCF31O64mk@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,33300,43,DCM,1.17,75607.0
105,Evergreen_Prog-Main-ROD_Auction_Display - Video_NON_NON|_Q1_2021_MCD_Tier 2_INM_SYN_NON_NON,25017138,Canvas Programmatic 2,2021-06-01,DCM,LOC_NAT_ROD_CRP_CRC_NON_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_NON_NON_NON_CPV_|MSYN-ROD-Programmatic-OPX-Youtube-GCM-SafetyFirst3DBLCheeseburger-:15-@7.1@12322910600@CstBN0efbJw@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,751,0,DCM,0.03,75607.0
106,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic,2021-06-01,DCM,CEN_CHI_HYU_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinch-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,2,3,DCM,0.00,75610.0
107,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic,2021-06-01,DCM,CEN_CHI_HYU_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,747334,1760,DCM,26.16,75610.0
108,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic,2021-06-01,DCM,CEN_CHI_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,3981783,11456,DCM,139.36,75610.0
109,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.10@9850827487@AyuqZ3ly9rg@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,41622,126,DCM,1.46,75610.0
110,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@9850827487@aKxQECP-NaU@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,19616,50,DCM,0.69,75610.0
111,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@2.11@9850871254@z9S6ed#b9e8@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,1,DCM,0.00,75610.0
112,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@4.1@9850871254@l5DkyGYaCfY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,1,DCM,0.00,75610.0
113,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@5.4@9850871254@h4a13m-Qq5I@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,1,DCM,0.00,75610.0
114,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.10@9850871254@AyuqZ3ly9rg@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,440591,2562,DCM,15.42,75610.0
115,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_ELA_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@9850871254@aKxQECP-NaU@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,96699,286,DCM,3.38,75610.0
116,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_HYU_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@3.4@9850871254@6dqsL7GYQEM@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,2,DCM,0.00,75610.0
117,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_SFN_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@5.12@9850827487@NoqI3OVEnVY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,3534,10,DCM,0.12,75610.0
118,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_SFN_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@5.12@9850871254@NoqI3OVEnVY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,54961,178,DCM,1.92,75610.0
119,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@5.12@9850827487@2afESKZBF7k@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,7117,9,DCM,0.25,75610.0
120,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@5.12@9850871254@2afESKZBF7k@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,107525,508,DCM,3.76,75610.0
121,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.10@9850827487@NDQymTcRoHs@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,45811,156,DCM,1.60,75610.0
122,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@9850827487@l7FZkgATz#c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,17636,49,DCM,0.62,75610.0
123,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_CEN_CHI_NON,25018302,Canvas Programmatic 2,2021-06-01,DCM,CEN_CHI_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@4.12@9850871254@Q0HPGDDoHCs@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,0,1,DCM,0.00,75610.0
